answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,model_key,model_name,provider,rouge_l_f1
1.0,native_day_night_video_answer_generation_v1,0.46230113293779174,[],video,5465,0.5123603735579564,0.48965390954037724,0.0007319304666056725,[],0.1323334287783816,internvl:InternVL3_5-8B-Instruct:video:eca02b0a,models/internvl/InternVL3_5-8B-Instruct,internvl,0.2636759074778744
1.0,native_day_night_video_answer_generation_v1,0.4504533655326688,[],video,5465,0.4916727672035139,0.47273060029282576,0.00018298261665141812,[],0.1313370539608955,molmo2:Molmo2-8B:video:75b77e1d,models/molmo2/Molmo2-8B,molmo2,0.25335116828680654
1.0,native_day_night_video_answer_generation_v1,0.46495838832822506,[],video,5465,0.5653247941445563,0.5419945105215005,0.0,[],0.15085107616718071,qwen_vl:Qwen3-VL-8B-Instruct:video:456be4f1,models/qwen/Qwen3-VL-8B-Instruct,qwen_vl,0.29750116581923736
