answer_rate,benchmark_type,bleu_4,frame_counts,input_type,judge_evaluated,judge_soft_accuracy,judge_strict_accuracy,judge_unjudgeable_rate,max_frames_per_item,meteor,model_key,model_name,provider,rouge_l_f1
1.0,shared_balanced_frame_count_smoke_v1,0.47105915255402625,[8],frame,5465,0.5202195791399817,0.49423604757548034,0.0,[],0.13941050817868839,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,internvl,0.2725695866409467
1.0,shared_balanced_frame_count_smoke_v1,0.4587251615316415,[8],frame,5465,0.5057639524245197,0.4878316559926807,0.0,[],0.1429612147321475,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,molmo2,0.26508231453267744
1.0,shared_balanced_frame_count_smoke_v1,0.47591073940040113,[8],frame,5465,0.5947849954254346,0.5749313815187557,0.0,[],0.1609960009356598,qwen_vl:Qwen3-VL-8B-Instruct:frame:b7ab285f,models/qwen/Qwen3-VL-8B-Instruct,qwen_vl,0.31129870730659576
